Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft),-57986962quid (%),Pump Intake Pressure (psi (g)),
Examples\Need Gas Separator.004,08/16/03 - 00:03,Some where up North,2.374,1.250,5424.25,5424.25,0.05,0.05,5438.81,5438.81,116.2,28,1.01,0.61,228000,85.000,X,08/16/03 - 00:25,12324,7581,3316,-702,1.7,71.2,2.628,X,71.2,34.1,701.9,158260.3,0,11409,8663,8282,3016,1154,271,23,233.9,
B,12/07/00 - 18:19,B 3-11 A2,2.875,1.500,10947.00,10947.00,0.125,0.125,12120.00,12120.00,35.0,40,1.02,0.55,320000,288.000,75,12/07/00 - 18:28,30202,15652,6795,-1002,21.7,255.9,3.429,X,245.4,220.8,1002.0,X,0,X,X,X,X,1806,1330,74,477.0,
1,01/20/04 - 20:44,1943,2.875,1.750,8507.00,8507.00,0.0425,0.0425,8983.00,8983.00,28.0,40,1.005,0.952,1.28e+006,192.000,75,01/20/04 - 20:57,28717,12409,7877,-1150,19.1,166.1,5.341,X,151.6,289.2,1150.4,954699.7,0,24267,17519,17409,8181,800,800,100,300.2,
Examples\PFL_DHM_CoalBedPerfs.014,01/02/04 - 20:33,SS _224,2.375,1.500,1859.00,1859.00,0.025,0.025,1809.50,1809.50,245.0,40,1.08,0.6,80000,48.000,10,01/02/04 - 20:40,4444,1671,1971,-298,1.2,45.7,9.278,43.62,19.9,48.5,298.0,111592.7,2,X,X,X,X,X,X,100,83.1,
Examples\PFL_Gaseous_noisy.001,07/29/98 - 21:14,examp-GC,2.875,1.500,6365.00,6365.00,0.05,0.05,6365.00,6365.00,X,35,1.05,X,X,0.000,0.9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3038,925,30,383.3,
Examples\PFL_Gaslift.001,01/13/01 - 23:35,H,X,X,12375.00,12375.00,0.05,0.05,14052.00,14052.00,X,40,1.05,X,X,0.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,X,
Examples\PFL_High.001,10/26/00 - 22:10,03-04,2.875,1.500,5810.00,5810.00,0.05,0.05,5596.00,5596.00,X,34,1.05,X,320000,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,5091,5091,100,1706.0,
Examples\PFL_High_liquid_low_gas.001,07/29/98 - 21:12,EXAM-HLL,2.375,1.500,4000.00,4000.00,0.05,0.05,4000.00,4000.00,X,40,1.05,X,456000,0.000,0.8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2780,2524,91,844.1,
Examples\PFL_Imp_Exp.002,02/27/02 - 20:56,JW-131,2.875,X,1575.00,1575.00,0.05,0.05,1888.00,1888.00,X,40,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,213.1,
Examples\PFL_Liner.001,07/29/98 - 21:07,EXAM_LN,2.875,1.250,12219.00,12219.00,0.05,0.05,12440.00,12440.00,X,41,1.05,X,456000,144.000,100,07/21/94 - 01:01,28088,15991,6922,-2198,15.9,116.4,6.936,88.23,102.7,129.8,2198.5,534652.5,0,X,X,X,X,2814,2323,83,819.6,
Examples\PFL_Lot of Gas2.001,08/30/00 - 15:35,RVOGTA8,2.375,1.500,5173.00,5173.00,0.02,0.03,5247.00,5247.00,44.0,40,1.05,X,320000,100.000,30,08/30/00 - 15:42,11540,6657,2431,-139,3.6,93.0,6.102,X,88.1,141.0,139.2,557577.7,0,X,X,X,X,3768,1094,29,619.3,
Examples\PFL_SBHP.001,01/08/01 - 23:47,m,2.880,1.750,7704.00,7704.00,0.025,0.025,7718.00,7718.00,120.0,33,1.06,X,640000,168.000,50,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,1852.6,
Examples\PFL_SBHP.002,02/08/01 - 01:47,m,2.880,1.750,7704.00,7704.00,0.025,0.025,7718.00,7718.00,100.0,33,1.06,X,640000,168.000,50,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1751,1662,95,677.0,
Examples\PFL_SBHP.003,01/04/01 - 21:12,m,2.880,1.750,7704.00,7704.00,0.025,0.025,7718.00,7718.00,60.0,33,1.06,X,640000,168.000,50,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,925,809,87,349.7,
Examples\PFL_Tubing_anchor.001,07/29/98 - 21:14,EXAMP-TA,2.375,1.500,5221.00,5221.00,0.05,0.05,5221.00,5221.00,X,42,1.05,X,X,0.000,0.8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,69.5,
Echometer #1,08/30/04 - 16:03,Plunger Seminar,2.375,X,7773.00,7773.00,0.05,0.05,7773.00,7773.00,X,60,1.05,0.7464,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,339,256,76,307.6,
Examples\RodPart_5365.012,06/13/03 - 22:58,M,2.880,1.500,7098.00,7098.00,0.05,0.05,9187.00,9187.00,150.0,40,1.01,X,640000,192.000,50,06/13/03 - 22:58,13232,9220,-1935,-3822,4.8,192.5,6.081,X,80.3,128.2,3822.2,788705.9,0,X,X,X,X,X,X,X,X,
Examples\RodPart_NoPlunger.001,08/17/00 - 14:58,j806,2.875,1.500,8072.00,8072.00,0.07,0.07,8032.00,8032.00,X,33,1.11,X,640000,168.000,50,01/09/99 - 00:21,18703,14971,980,-66,4.4,169.6,5.530,45.05,76.4,110.8,66.1,460584.7,0,17066,16833,15446,5331,X,X,X,X,
Examples\Tagging Down Hard.001,03/12/03 - 22:01,160,2.875,1.750,4563.00,4563.00,0.05,0.05,4565.00,4565.00,50.0,29,1.01,X,640000,144.000,50,03/12/03 - 22:39,20760,6049,5691,-3173,15.8,131.1,10.405,47.21,61.9,230.0,3172.7,780722.7,25,12969,9746,9746,4818,33,15,47,55.4,
Examples\Tagging Fiberglass Rods on Downstroke.001,01/21/03 - 22:07,4162B,2.375,1.250,6656.00,6656.00,0.05,0.05,8761.00,8761.00,70.0,39,1.09,X,320000,120.000,40,01/21/03 - 22:18,19728,6778,7046,-1124,22.7,136.3,9.836,97.30,132.6,237.6,1123.7,513509.3,5,14691,10620,11400,3904,1460,1298,89,507.6,
Examples\Tagging Fiberglass Rods on Downstroke.002,01/23/03 - 21:30,4162B,2.375,1.250,6656.00,6656.00,0.05,0.05,8761.00,8761.00,70.0,39,1.09,X,320000,120.000,40,01/23/03 - 21:49,19112,6536,6272,-1427,22.8,127.8,9.730,X,124.2,220.1,1426.6,495749.1,0,15783,10620,10764,3904,1367,742,54,322.2,
Examples\Tagging Unanchored.001,01/07/01 - 10:42,v706e,2.375,1.125,3315.00,3315.00,0.1,0.1,3400.00,3400.00,60.0,35,1.09,X,80000,42.000,0,04/13/96 - 04:30,6878,4004,1886,-656,0.8,35.8,5.085,8.35,3.0,2.2,656.1,59725.9,0,6252,4722,5125,1313,2,2,94,62.9,
Examples\Trash Sticks SV Open.073,03/12/02 - 00:04,V11,2.375,1.500,5226.00,5226.00,0.05,0.05,5226.00,5226.00,58.0,42,1.05,X,320000,100.000,30,03/12/02 - 01:21,13551,6168,3730,-703,8.3,88.7,8.411,88.53,78.5,173.2,702.7,249204.3,5,12479,8041,8041,4124,670,536,80,244.3,
Examples\Trash Sticks TV Open.001,11/08/02 - 21:22,1,2.375,1.500,3118.04,3118.04,0.06,0.06,3141.40,3141.40,58.0,42,1,X,80000,55.500,30,11/08/02 - 21:53,7425,3630,2036,-154,1.8,50.9,6.040,95.04,48.4,76.7,X,79095.0,11,4957,4542,4508,2610,1059,699,66,305.6,
Examples\TV Action Erratic.001,01/07/01 - 09:57,4908,2.875,2.250,5261.00,5261.00,0.04,0.04,5244.00,5244.00,150.0,34,1.01,X,640000,168.000,60,02/18/98 - 23:29,13305,8690,1185,-844,5.2,166.9,6.030,76.54,127.7,454.6,843.9,469903.8,2,11133,11302,10695,9597,5141,1183,23,644.2,
Examples\Unaccounted Wellbore Friction.001,08/28/03 - 20:18,3407,2.375,1.250,7274.00,7274.00,0.05,0.05,7484.00,7484.00,40.0,39,1.09,X,320000,71.429,30,08/28/03 - 20:35,16811,9749,4122,-1020,3.8,53.4,5.607,97.62,52.2,53.3,853.0,187042.3,0,15504,11720,10900,3831,935,935,100,340.9,
Examples\Unaccounted Wellbore Friction.002,08/28/03 - 20:45,PSU 3407,2.375,1.250,7274.00,7274.00,0.05,0.05,7484.00,7484.00,40.0,39,1.09,X,320000,71.429,30,08/28/03 - 20:45,16698,9821,4110,-1149,3.9,52.8,5.685,X,51.3,53.1,1149.1,153203.6,0,X,X,X,X,X,X,X,X,
Examples\V11.100,03/29/04 - 23:55,V11,2.375,1.500,5226.00,5226.00,0.05,0.05,5226.00,5226.00,58.0,42,1.05,X,320000,100.000,30,03/30/04 - 00:50,12698,6097,3820,-49,5.5,87.9,8.411,X,49.1,108.4,49.3,188513.7,6,10267,8041,8041,4124,483,419,87,197.1,
